Byrå ID,Orgnr,Skapad,aktiv/inaktiv,Användare,Namn,regdatum,Styrelseledamöter,Befattningshavare,Name (from Styrelseledamöter),Roll (from Styrelseledamöter),Orgnr (from Styrelseledamöter),Personnr (from Styrelseledamöter),Suppleanter,Address,telefon,mailaddress ,Verksamhetsbeskrivning,SNI kod,Beskrivning av kunden,Risk & compliance,Kunduppgifter,Telefonnr,e-post,Bolagsform,Ombud,Verklig huvudman,Skatterättslig hemvist,Frekvens,omfattning i h,Ytterligare beskrivning av kunden och verksamheten,Registreringsbevis,LINKED: Risker kopplad till tjänster,Kundens utvalda tjänster,Lookup Byråns högrisktjänster,Utvalda Högrisktjänster,KYC UTFÖRD DATUM,Riskbedömning utförd datum,sammanlagd risk,Motivering,risker kopplat till tjänster,Risksänkande åtgjärder,Kunden verkar i en högriskbransch,Riskhöjande faktorer tjänster,Riskhöjande faktorer övrigt,Risksänkande faktorer,Kommentar till riskfaktorerna ovan,Risker från KYC,Antal träffar PEP och sanktionslistor,Svar kvalitetsfrågor,Rapport PEP,Betalningar,PEP,Syfte med affärsförbindelsen,Tidshorisont affärsförbindelsen,Vilket ursprung har företagets kapital?,Har företaget transaktioner med andra länder?,Byrån har,Uppdraget kan antas,SNI-koder,Info fast pris,Avtalet gäller ifrån,Uppsägningstid,Uppdragsavtal,KYC dok,Momsuppdrag,Uppdrag,Uppdrag 2,Attachments,Uppdragstext,Kundens riskbedömning godkänd,Intelligence varning,Omsättning,firmateckning,Affärsmodell,registreringsland,Aktivt företag,Senaste årsredovisning,Fg årsredovisning,Ffg årsredovisning,Fg årsredovisning json,Ffg årsredovisning json,Senaste årsredovisning json,Senaste årsredovisning fil,Fg årsredovisning fil,Ffg årsredovisning fil,Högrisk SNI match,Riskklass
42,5501013904,2025-8-15 15:02,,35,Samfraktlogistik Sweden AB,2024-08-12,<p><b>STYRELSESUPPLEANT</b> - Per Erik Nicklas Svensson (198104132777)  </p><p><b>VICE VERKSTÄLLANDE DIREKTÖR</b> - Per Erik Nicklas Svensson (198104132777) </p> <p><b>STYRELSELEDAMOT</b> - Zandra Svensson (198103252485) </p><p> <b>VERKSTÄLLANDE DIREKTÖR</b> - Zandra Svensson (198103252485)</p>,,<p><b>STYRELSESUPPLEANT</b> - Per Erik Nicklas Svensson (198104132777)  </p><p><b>VICE VERKSTÄLLANDE DIREKTÖR</b> - Per Erik Nicklas Svensson (198104132777) </p> <p><b>STYRELSELEDAMOT</b> - Zandra Svensson (198103252485) </p><p> <b>VERKSTÄLLANDE DIREKTÖR</b> - Zandra Svensson (198103252485)</p>,,,,,"Järnvägsgatan 23,36256Ryd",,samfraktlogistik@hotmail.com,Företaget ska jobba med logistik och spedition både nationell och internationellt.,52290 - Övriga stödtjänster till transport,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,AB - Privat svenskt utan koncern,,"Per Erik Nicklas Svensson,Per Erik Nicklas Svensson,Zandra Svensson,Zandra Svensson",Sverige,"""Endast vid bokslut/deklaration, en gång per år""",,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,Övriga stödtjänster till transport,,2025-8-7,,,,,,,,,,"suspectedForQuickLiquidation,suspectedForQuickLiquidation,annualReportDiscrepancies: Bolaget har överskridit tröskelvärden för revisionsplikt tre år i sträck och har således revisionsplikt.",2024: 500 - 749 tkr,Firman tecknas av styrelsen Firman tecknas var för sig av >ledamoten >suppleanten,,,,,,,,,,,,,,Lågrisk
42,5592385982,2025-8-15 15:02,,35,Operandi AB,,<p><b>Annika Rydén</b>  STYRELSELEDAMOT  </p><p><b>Torgny Rydén</b>  STYRELSESUPPLEANT  </p> <p><b></b> -   </p><p> <b></b>  </p>,,<p><b>Annika Rydén</b>  STYRELSELEDAMOT  </p><p><b>Torgny Rydén</b>  STYRELSESUPPLEANT  </p> <p><b></b> -   </p><p> <b></b>  </p>,,,,,"Klövervägen 41,3413834138",,Annika@operandi.nu,Företaget bedriver konsultverksamhet inom ekonomisk rådgivning.,"70220,74101 - Konsultverksamhet avseende företags organisation,Industri- och produktdesignverksamhet",Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,AB - Privat svenskt utan koncern,,"<p> <b>Annika Rydén</b> </p> Personen har kontroll genom aktier, andelar, medlemskap, avtal eller bestämmelse i exempelvis bolagsordning eller stadgar. 100 %<p> <b></b>  </p><p> <b></b>  </p>",Sverige,"""Endast vid bokslut/deklaration, en gång per år""",,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-8,,,,,,,,,,<p><b>50/250</b></p><p>annualReportDiscrepancies</p><p>Årsstämman måste hållas inom sex månader från räkenskapsårets slut dvs 2025-06-30 men hölls 2025-07-22 vilket är 22 dagar för sent.</p>,2023< 1 tkr,Firman tecknas av styrelsen,,,,,,,,,,,,,,Lågrisk
42,556810XXXX,2025-8-15 14:32,,35,Skumma Affärer AB,2024-08-07,<p><b>Fredrik Pierre Roger Jonsson</b>  REVISOR  </p><p><b>Yanhang Hu</b>  HUVUDANSVARIG REVISOR  </p> <p><b>Anna Mossberg</b>  STYRELSELEDAMOT  </p><p> <b>Hanna Fager</b> EXTERN FIRMATECKNARE (EJ STYRELSEMEDLEM) </p><p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p>  <p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p> <p><b>Donghui Li</b>  ORDFÖRANDE  </p> <p><b>Fredrik Hansson</b>   VERKSTÄLLANDE DIREKTÖR </p>,<p><b>STYRELSELEDAMOT</b> Förnamn Efternamn</p><p><b>STYRELSESUPPLEANT</b> Fru Efternamn</p>,<p><b>Fredrik Pierre Roger Jonsson</b>  REVISOR  </p><p><b>Yanhang Hu</b>  HUVUDANSVARIG REVISOR  </p> <p><b>Anna Mossberg</b>  STYRELSELEDAMOT  </p><p> <b>Hanna Fager</b> EXTERN FIRMATECKNARE (EJ STYRELSEMEDLEM) </p><p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p>  <p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p> <p><b>Donghui Li</b>  ORDFÖRANDE  </p> <p><b>Fredrik Hansson</b>   VERKSTÄLLANDE DIREKTÖR </p>,,,,,"Mörka gränden18, 666 99 Stadstaden",070-246 29 XX,knark@darknet.se,Bolagets syfte är att erbjuda konsumenter frihet att köpa knark utan att åka fast.,46770 Skrothandel,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,AB - Privat svenskt utan koncern,,Saknas,Sverige,"""Endast vid bokslut/deklaration, en gång per år""",10,"Kunden köper in div skrot och gamla maskiner, tex truckar, värmepumpar och renoverar eller säljer delar. Inköp sker ibland genom faktura mot företag men ibland bara mot kvittens jäntemot privatpersoner. ",,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration","Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,Leverantörsreskontra,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration","Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag","Hantering av anläggningsregister och avskrivningar, Moms",2025-08-10 11:40,2025-8-10,hög,"Kunden har flera riskhöjande faktorer, den anlitar oss osckså för tjänster vi bedömt har en hög inneboende risk att utnyttjas för penningtvätt. ",,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,46770,,2025-8-8,,,,,,,,,,Bolaget har överskridit tröskelvärden för revisionsplikt tre år i sträck och har således revisionsplikt.,2024 : < 1 tkr,Firman tecknas av styrelsen.,,,,,,,,,,,,,46770,Högrisk
42,556012****,2025-8-15 15:02,,35,Aktiebolaget Fina Firman,2023-01-07,<p><b>Fredrik Pierre Roger Jonsson</b>  REVISOR  </p><p><b>Yanhang Hu</b>  HUVUDANSVARIG REVISOR  </p> <p><b>Anna Mossberg</b>  STYRELSELEDAMOT  </p><p> <b>Hanna Fager</b> EXTERN FIRMATECKNARE (EJ STYRELSEMEDLEM) </p><p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p>  <p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p> <p><b>Donghui Li</b>  ORDFÖRANDE  </p> <p><b>Fredrik Hansson</b>   VERKSTÄLLANDE DIREKTÖR </p>,<p><b>STYRELSELEDAMOT</b> Namn Namnsson</p><p><b>STYRELSESUPPLEANT</b> Herr Efternamn</p>,<p><b>Fredrik Pierre Roger Jonsson</b>  REVISOR  </p><p><b>Yanhang Hu</b>  HUVUDANSVARIG REVISOR  </p> <p><b>Anna Mossberg</b>  STYRELSELEDAMOT  </p><p> <b>Hanna Fager</b> EXTERN FIRMATECKNARE (EJ STYRELSEMEDLEM) </p><p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p>  <p><b>Håkan Samuelsson</b>  STYRELSELEDAMOT  </p> <p><b>Donghui Li</b>  ORDFÖRANDE  </p> <p><b>Fredrik Hansson</b>   VERKSTÄLLANDE DIREKTÖR </p>,,,,,"Byavägen 13, 399 99 Stadstaden",070-246 29 XX,hej@clientflow.se,"Bolaget skall - direkt eller genom dotterbolag - bedriva verksamhet företrädesvis inom affärsområdena transportmedel, livsmedel, energi och finans (dock ej verksamhet som stadgas i lagarna om bankrörelse och kreditmarknadsbolag), förvalta fast och lös egendom samt bedriva annan härmed förenlig verksamhet.",70100 - Verksamheter som utövas av huvudkontor,Beskrivning av kunden,Risk & Compliance,Kundens uppgifter,,,AB - Privat svenskt med koncern,,"<p> <b>Anna Efternamnsson</b> </p> Personen har kontroll genom aktier, andelar, medlemskap, avtal eller bestämmelse i exempelvis bolagsordning eller stadgar. 100 %<p> <b></b>  </p><p> <b></b>  </p>",Sverige,"""Endast vid bokslut/deklaration, en gång per år""",80,"Företaget säljer konsulttjänster inom skogsvård till SÖDRA. Väldigt få inköp, endast SÖDRA som kund,",,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration","Löpande bokföring,Moms,Avstämning,lönehantering,Årsredovisning,Deklaration","Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",Moms,2025-08-04 11:40,2025-8-4,låg,"Det saknas riskhöjande faktorer på kunden, den anlitar oss för en tjänst som vi bedömt har högre risk att utnyttjas för pennintvätt men i kombination med att kunden i sig är lågrisk så bedömmer vi risken låg till normal och den slutliga bedömningen landar i normal risk och kunden kommer följas upp årligen eller vid förändringar/avvikelser. ",,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,70100,,2025-8-8,,,,,,,,,,Inga avvikelser noterade,2024 : 1 000 000 - 4 999 999 tkr,Firman tecknas av styrelsen. Dessutom har verkställande direktören rätt att teckna firman beträffande löpande förvaltningsåtgärder,,,,,,,,,,,,,,Lågrisk
,,2025-8-15 15:50,,,,,,,,,,,,,,,,,Beskrivning av kunden,,,,,,,,Annat land,,,,,,,,,2025-08-10 15:29,,,,,,,,,,,,,,,Betalkort,Närstående är PEP,Avancerad rådgivning kring skatter,,,Ja,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-10,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,556123-4567,2025-8-15 15:50,,,Testföretag AB,,,,,,,,,"Testgatan 1, 12345 Stockholm",,,Test av API-integration,,Testdata från API Proxy Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-13,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,556123-4567,2025-8-15 15:50,,,Test företag,,,,,,,,,Test adress,,,Test beskrivning,,Test kundbeskrivning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-13,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Miljö: test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-13,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Miljö: test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-13,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,198101032384,2025-8-15 15:50,,,Testbolag 60 bokat,,,,,,,,,"Testvägen 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Enskild näringsverksamhet, Juridisk Form: Fysiska personer, Registreringsdatum: 2024-05-14, Miljö: test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-13,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,198101052382,2025-8-15 15:50,,,Snö i april,,,,,,,,,"Box 1, 85181 SUNDSVALL",,,SKV verksamhetsbeskrivning för namnskydd Enskild 198101052382,,"Organisationsform: Enskild näringsverksamhet, Juridisk Form: Fysiska personer, Registreringsdatum: 2024-05-14, Miljö: test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-13,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Miljö: test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Miljö: test",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Verksam: [object Object], Miljö: test, Användar-ID: Ej angivet, Byrå-ID: Ej angivet",,,,,Aktiebolag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Verksam: [object Object], Miljö: test, Användar-ID: Ej angivet, Byrå-ID: Ej angivet",,,,,Aktiebolag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Verksam: [object Object], Miljö: test, Användar-ID: Ej angivet, Byrå-ID: Ej angivet",,,,,Aktiebolag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Verksam: [object Object], Miljö: test, Användar-ID: Ej angivet, Byrå-ID: Ej angivet",,,,,Aktiebolag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Verksam: [object Object], Miljö: test, Användar-ID: Ej angivet, Byrå-ID: Ej angivet",,,,,Aktiebolag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Verksam: [object Object], Miljö: test, Användar-ID: Ej angivet, Byrå-ID: Ej angivet",,,,,Aktiebolag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
,5560021361,2025-8-15 15:50,,,Testbolag 4 bokat av SKV Aktiebolag,,,,,,,,,"Testgatan 1, 85181 SUNDSVALL",,,Testverksamhet,,"Organisationsform: Aktiebolag, Juridisk Form: Övriga aktiebolag, Registreringsdatum: 1898-02-28, Verksam: [object Object], Miljö: test, Användar-ID: Ej angivet, Byrå-ID: Ej angivet",,,,,Aktiebolag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-14,,,,,,,,,,,,,,,,,,,,,,,,,❌ Lågrisk,#ERROR!
42,5567223705,2025-8-15 15:51,,35,"Testbolaget Aktiebolag, Blv Banken med privilier att automatisera alla transaktioner, Blv PF Banken med privilier att automatisera alla transaktioner",1897-02-08,,,,,,,,"Testvägen 1, 11111 TESTHOLMEN",,,Bolaget skall bedriva test samt idka därmed förenlig verksamhet.,,Beskrivning av kunden,,,,,Aktiebolag,,,,,,,,"Löpande bokföring,Rådgivning,Inlämning periodisk sammanställning,Hantering av anläggningsregister och avskrivningar,Kundreskontra,Moms,ROT/RUT-hantering,Leverantörsreskontra,Utföra betalningsuppdrag,Avstämning,lönehantering,Årsredovisning,Upprätta kontrollbalansräkning,Deklaration",,"Hantering av anläggningsregister och avskrivningar, Moms, ROT/RUT-hantering, Utföra betalningsuppdrag",,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-15,,,,,,,,,,,,,,Sverige,Ja,2023-12-31,2022-12-31,,051e63aa-5233-464f-a307-1e75424d5e6f_paket,,bab5612d-6c25-4771-8e20-354d9a85d98c_paket,senaste-arsredovisning-2022-12-31.pdf (https://v5.airtableusercontent.com/v3/u/44/44/1756310400000/JGW0p1DW8KnCXzFmc9nDbQ/_SA7sETsnkEXgvk5Orj_eUH4QAdiP-x1NHlSWELqrTR0ow8IzGVLUszunfWjhk1OdpoROxruOM1-CCZ0Tx6dcMh-h9fqPSlYW1bUNXdpRm1wKl7-Gglni1dFlkxAAoNQetxyuP8GqCtDaV7BK3r2M40WpPuguM-wXa6n2Uvx4NebKOU7QToVw6mNxAkVkAST/goL9K3CI0EKjwGGaeY5W4ua8HPJcx_bJNAh1HT_IzNk),fg-arsredovisning-2023-12-31.pdf (https://v5.airtableusercontent.com/v3/u/44/44/1756310400000/PJWshaEhGuVEmDVXcWQw2Q/4ndG25_-lrSqUu3TZwVpAsRBGBOoQEyj1jYMdPGKK5k6OgbVjXePfGnIxJH432YTLarZMpj-7tUI4Nz4VCB30_GfnBWXpZuSrlD9jjtSZwY78yOAtlDB14YZPYfMUll_KC_EnBZFOytLP0aJ79wTLliXyoWlXFRSgV_8ynJWzWIhpZglDDW89SztQgpNA3Cl/FGAKHCTWwlpvET2LvYUelsgb-GtbSisgHUBl2zGHkO4),,❌ Lågrisk,#ERROR!
42,5567223705,2025-8-18 14:51,,35,"Testbolaget Aktiebolag, Blv Banken med privilier att automatisera alla transaktioner, Blv PF Banken med privilier att automatisera alla transaktioner",1897-02-08,,,,,,,,"Testvägen 1, 11111 TESTHOLMEN",,,Bolaget skall bedriva test samt idka därmed förenlig verksamhet.,,Beskrivning av kunden,,,,,Aktiebolag,,,,,,,,"Årsredovisning,Avstämning,Deklaration","Löpande bokföring,Leverantörsreskontra,Årsredovisning,Upprätta kontrollbalansräkning",,,,,,,,,,,,,,,,,,,,,,,,"Kapacitet att ta emot kunden,Kundkännedom har uppnåtts,Kunden bedöms som seriös,Kunskap nog att hjälpa kunden",checked,,,2025-8-15,,,,,,,,,,,,,,Sverige,Ja,2023-12-31,2022-12-31,,051e63aa-5233-464f-a307-1e75424d5e6f_paket,,bab5612d-6c25-4771-8e20-354d9a85d98c_paket,senaste-arsredovisning-2022-12-31.pdf (https://v5.airtableusercontent.com/v3/u/44/44/1756310400000/7wHSQLFkNqfnfPXrsvFXYQ/8O0tm-klORdwiW2HaouY-b4Jvgrk8v8ojQIMRKupx8WL6CQNs6ArRjuwA4iy3W5sGtU4C0KRbJYVXie_WYzRFyCQagHUYw9weBtRaMAW166enan7oUd9vYMeRpM0JPP4UH2wRJz7722ovGCGTUMYWf7Rj3DeqAcQYfoNTJNrVbbin0C1b72CFg7DkzMBAAoU/ouA3jSXBAMrGnVD7tDhbpxaLuXXK5p0FHNQcD8UIaTU),fg-arsredovisning-2023-12-31.pdf (https://v5.airtableusercontent.com/v3/u/44/44/1756310400000/QhsP5XCRst0tXY5r-Cx2hw/UT7kgIuoeZo5yvOrVQ_wHikTQ1lWCbanibl0v05w8lKo2IgeUA-p-lAJu9muQuc6JVPNO45fzwkpsG_TRrGyAzVDqNdqt95INRmr6BBBJSeEye-kaMzs9QtmAR13qTVnv2JLQifOHbvB7ne1q5W-c9T55Z87-Cl4p0-P8MTnJ8CAwcrzXudWopAmxMU_H7El/dIAp_Kn1sLqJU957RCa-tmgpkydmmcc8mIo5ivRJRIY),,,
